#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,4350.18,4366.55,4341.34,4348.23,0,,,,,,,
20230630,4440,C,2.8750,5.1500,0.7500,1.7000,893,1209,0.0956202,0.0675138,0.0022678,0.7862798,-0.5790110,0.0559743
20230630,4445,C,2.5000,4.4000,0.6250,1.4000,881,819,0.0956979,0.0572521,0.0019925,0.6913961,-0.5082137,0.0474740
20230630,4450,C,2.1250,2.4250,0.9500,1.1500,5880,11430,0.0957617,0.0482583,0.0017386,0.6037060,-0.4429590,0.0400223
20230703,4440,C,3.8500,5.5500,1.1500,2.5750,320,371,0.0875840,0.0893466,0.0025798,1.1545523,-0.5680520,0.1043011
20230703,4445,C,3.4000,5.8500,1.0000,2.2000,102,344,0.0878738,0.0780638,0.0023232,1.0431794,-0.5131396,0.0911432
20230703,4450,C,2.9750,4.3000,0.8500,1.8750,262,751,0.0881580,0.0679586,0.0020826,0.9381456,-0.4614357,0.0793561
20230630,4440,P,92.5000,97.3000,69.2500,90.1500,23,465,0.0956202,-0.9324862,0.0022678,0.7862798,0.0589765,-0.7946757
20230630,4445,P,97.1000,100.9000,73.2000,94.8500,14,254,0.0956979,-0.9427479,0.0019925,0.6913961,0.1304922,-0.8041339
20230630,4450,P,101.7000,106.3000,78.9500,99.5500,60,2058,0.0957617,-0.9517417,0.0017386,0.6037060,0.1964654,-0.8125435
20230703,4440,P,93.0000,97.2500,69.8000,90.5500,33,124,0.0875840,-0.9106534,0.0025798,1.1545523,0.0696726,-1.0939632
20230703,4445,P,97.5000,101.6500,73.7500,95.1500,0,148,0.0878738,-0.9219362,0.0023232,1.0431794,0.1253032,-1.1084705
20230703,4450,P,101.9500,106.6500,78.6000,100.0000,9,62,0.0881580,-0.9320414,0.0020826,0.9381456,0.1777252,-1.1216071
