#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VRPPHKA7GGWT,GC26M14,1296,1299,1292.7,1293.7,41539,
GC VTER7CYO78V1,GC27Q14,1296.2,1299,1293.1,1293.9,13210,
GC VV4SD90B0RZ1,GC29V14,1296.3,1297.8,1293.8,1294.1,211,
GC VWSUMYBLOSRH,GC29Z14,1297.2,1298.1,1293.6,1295.1,2040,
GC VYDYKDJE4K2L,GC25G15,1297.1,1297.2,1295.8,1295.8,74,
GC W030A67UVC0T,GC28J15,1297.3,1297.7,1296.3,1296.3,126,
GC W1P3NOSTDUHP,GC26M15,1298.1,1298.2,1293.3,1298.2,143,
GC W3E5DHHA4MFX,GC27Q15,1294,1294,1294,1294,4,
GC W6S8T2U7M6CD,GC29Z15,1301.3,1301.3,1298.4,1298.4,163,
GC WBRG63EXJHJX,GC28M16,1306.4,1306.4,1306,1306,80,
GC WGRMZ7CTJJX9,GC28Z16,1315.8,1315.8,1315.8,1315.8,75,
GC WLQUC7XJGV4T,GC28M17,1328.3,1328.3,1328,1328.3,425,
GC WQQ1P8I9E6CD,GC27Z17,1343.2,1343.4,1343.1,1343.4,430,
GC WVP9292ZBHJX,GC27M18,1360.9,1360.9,1360.9,1360.9,80,
GC X0PFVD0VBJX9,GC27Z18,1380.4,1383.55,1377.3,1378.25,0,
GC X5NNSA8F63Z1,GC26M19,1400.15,1404.45,1398.2,1399.15,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
