#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VQ3M41P8XYFX,GC28J14,1289.3,1296.5,1285.9,1295.3,32691,31339
GC VRPPHKA7GGWT,GC26M14,1289.7,1297.3,1286.1,1295.6,83314,227462
GC VTER7CYO78V1,GC27Q14,1290.2,1297.5,1287.1,1295.9,784,28865
GC VV4SD90B0RZ1,GC29V14,1294.5,1296.5,1293.6,1296,398,7874
GC VWSUMYBLOSRH,GC29Z14,1289.2,1298.1,1288.2,1296.5,1096,24329
GC VYDYKDJE4K2L,GC25G15,1289.9,1296.6,1289.9,1294.5,151,3685
GC W030A67UVC0T,GC28J15,1294,1296.3,1294,1296.3,129,4371
GC W1P3NOSTDUHP,GC26M15,1293.2,1299.5,1293.2,1297.9,510,9602
GC W3E5DHHA4MFX,GC27Q15,1297.9,1299.9,1296.2,1298.5,101,6077
GC W6S8T2U7M6CD,GC29Z15,1301.4,1302.3,1299.4,1302.3,289,11662
GC WBRG63EXJHJX,GC28M16,1310.8,1310.8,1308.3,1308.7,388,4420
GC WGRMZ7CTJJX9,GC28Z16,1322.6,1322.6,1322.5,1322.6,90,6775
GC WLQUC7XJGV4T,GC28M17,1345.8,1345.8,1345.8,1345.8,0,1472
GC WQQ1P8I9E6CD,GC27Z17,1351.7,1357.0,1345.15,1354.7,0,6133
GC WVP9292ZBHJX,GC27M18,1363.1,1377.25,1359.4,1370.85,0,1025
GC X0PFVD0VBJX9,GC27Z18,1395.4,1395.4,1395.4,1395.4,0,59
GC X5NNSA8F63Z1,GC26M19,1408.65,1424.25,1402.35,1414.1,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
