#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VOFJUCDY9XNH,GC26G14,1336.8,1343.9,1336.8,1341.5,126,163
GC VQ3M41P8XYFX,GC28J14,1334.3,1343.8,1334,1340.7,56273,235111
GC VRPPHKA7GGWT,GC26M14,1334.4,1344.1,1334.1,1341,2058,53969
GC VTER7CYO78V1,GC27Q14,1334.7,1344.2,1334.4,1341.3,576,19121
GC VV4SD90B0RZ1,GC29V14,1342.5,1344.5,1341.5,1341.5,72,7578
GC VWSUMYBLOSRH,GC29Z14,1335.4,1344.6,1335.4,1342.1,495,22005
GC VYDYKDJE4K2L,GC25G15,1339.2,1340.2,1337.7,1339.2,0,3314
GC W030A67UVC0T,GC28J15,1340,1340,1340,1340,0,4451
GC W1P3NOSTDUHP,GC26M15,1343.4,1347.2,1343.1,1343.1,139,7803
GC W3E5DHHA4MFX,GC27Q15,1347.5,1348.8,1344.3,1344.3,77,4605
GC W6S8T2U7M6CD,GC29Z15,1348,1351.7,1348,1350.5,271,11735
GC WBRG63EXJHJX,GC28M16,1358.3,1358.3,1358.3,1358.3,3,3355
GC WGRMZ7CTJJX9,GC28Z16,1368.7,1369.4,1365.1,1368.7,101,6802
GC WLQUC7XJGV4T,GC28M17,1377.35,1384.75,1374.15,1381.65,0,1384
GC WQQ1P8I9E6CD,GC27Z17,1399.6,1400.4,1396.3,1400,81,4630
GC WVP9292ZBHJX,GC27M18,1414.8,1423.7,1412.35,1420.25,0,860
GC X0PFVD0VBJX9,GC27Z18,1439.65,1446.35,1433.95,1442.65,0,110
GC X5NNSA8F63Z1,GC26M19,1461.4,1470.3,1459.3,1467.05,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
