#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VMRHKN2NLWV1,GC27Z13,1251.5,1254.5,1250.2,1251.6,1973,10157
GC VOFJUCDY9XNH,GC26G14,1250.7,1254.5,1250,1251.4,28893,234844
GC VQ3M41P8XYFX,GC28J14,1251.8,1255.2,1250.8,1252.2,2028,41639
GC VRPPHKA7GGWT,GC26M14,1253,1255.8,1251.7,1252.3,251,25986
GC VTER7CYO78V1,GC27Q14,1253.4,1256.7,1252.8,1253.4,65,9801
GC VV4SD90B0RZ1,GC29V14,1256.9,1256.9,1256.9,1256.9,1,5177
GC VWSUMYBLOSRH,GC29Z14,1255.8,1258.1,1254.2,1254.2,112,18760
GC VYDYKDJE4K2L,GC25G15,1255.6,1255.6,1255.1,1255.5,80,1776
GC W030A67UVC0T,GC28J15,1241.9,1260.15,1241.9,1256.95,0,3826
GC W1P3NOSTDUHP,GC26M15,1243.2,1260.9,1243.2,1257.75,0,6337
GC W3E5DHHA4MFX,GC27Q15,1243.1,1260.7,1243.1,1257.55,0,1775
GC W6S8T2U7M6CD,GC29Z15,1248.05,1265.25,1236.7,1243.85,0,13015
GC WBRG63EXJHJX,GC28M16,1254.0,1273.25,1254.0,1270.1,0,1174
GC WGRMZ7CTJJX9,GC28Z16,1263.85,1276.0,1263.85,1274.4,0,5925
GC WLQUC7XJGV4T,GC28M17,1276.95,1294.35,1276.95,1291.2,0,1403
GC WQQ1P8I9E6CD,GC27Z17,1293.35,1308.85,1293.35,1307.25,0,3849
GC WVP9292ZBHJX,GC27M18,1312.3,1326.65,1312.3,1323.5,0,610
GC X0PFVD0VBJX9,GC27Z18,1334.4,1351.15,1334.4,1348.0,0,58
GC X5NNSA8F63Z1,GC26M19,1359.4,1376.45,1359.4,1373.3,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
