#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VLWYPQQF8IVX,GC26X13,1271.1,1274,1271.1,1273.2,14,8
GC VMRHKN2NLWV1,GC27Z13,1273.7,1283.7,1267.4,1280.8,63878,171848
GC VOFJUCDY9XNH,GC26G14,1275,1283.7,1268.7,1282.9,13523,106038
GC VQ3M41P8XYFX,GC28J14,1276.9,1279.7,1269.7,1279.7,3011,30941
GC VRPPHKA7GGWT,GC26M14,1277.7,1280.9,1270.5,1280.9,1852,24605
GC VTER7CYO78V1,GC27Q14,1277.7,1278.6,1271.5,1276.1,302,9261
GC VV4SD90B0RZ1,GC29V14,1279.1,1280.2,1272.3,1276.1,125,4599
GC VWSUMYBLOSRH,GC29Z14,1279.4,1279.8,1273,1277,500,17657
GC VYDYKDJE4K2L,GC25G15,1278,1278,1278,1278,5,1853
GC W030A67UVC0T,GC28J15,1287.5,1287.5,1281,1281,0,1306
GC W1P3NOSTDUHP,GC26M15,1278.8,1278.8,1278.8,1278.8,10,7578
GC W3E5DHHA4MFX,GC27Q15,1290.8,1290.8,1286.1,1286.1,0,1730
GC W6S8T2U7M6CD,GC29Z15,1284.1,1284.1,1283.4,1283.4,56,13039
GC WBRG63EXJHJX,GC28M16,1292,1292,1291.6,1292,54,1279
GC WGRMZ7CTJJX9,GC28Z16,1302,1302.5,1300.8,1302.5,129,5788
GC WLQUC7XJGV4T,GC28M17,1310.05,1335.0,1310.05,1332.3,0,1405
GC WQQ1P8I9E6CD,GC27Z17,1333.9,1333.9,1333.8,1333.8,50,4394
GC WVP9292ZBHJX,GC27M18,1349.35,1365.9,1349.35,1363.2,0,460
GC X0PFVD0VBJX9,GC27Z18,1387.85,1404.4,1387.85,1401.7,0,58
GC X5NNSA8F63Z1,GC26M19,1407.75,1424.3,1407.75,1421.6,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
