#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1297.4,1297.8,1287.5,1293.8,81376,101335
GC VV4SD90B0RZ1,GC29V14,1298.5,1298.5,1288.4,1294.6,1941,20305
GC VWSUMYBLOSRH,GC29Z14,1299.3,1299.6,1289.4,1295.7,16288,205256
GC VYDYKDJE4K2L,GC25G15,1298,1298,1291.4,1294.7,732,8923
GC W030A67UVC0T,GC28J15,1292.7,1295.4,1292.7,1295.4,47,8347
GC W1P3NOSTDUHP,GC26M15,1296.6,1296.6,1293.4,1294.6,56,7356
GC W3E5DHHA4MFX,GC27Q15,1294.4,1294.4,1294.4,1294.4,1,5311
GC W6S8T2U7M6CD,GC29Z15,1302.1,1302.1,1296.8,1297.7,49,13045
GC WBRG63EXJHJX,GC28M16,1316.35,1316.35,1299.45,1305.95,0,4118
GC WGRMZ7CTJJX9,GC28Z16,1312.6,1312.6,1312.6,1312.6,1,5398
GC WLQUC7XJGV4T,GC28M17,1334.7,1334.7,1319.3,1325.15,0,2489
GC WQQ1P8I9E6CD,GC27Z17,1347.65,1347.65,1332.25,1338.8,0,4146
GC WVP9292ZBHJX,GC27M18,1364.4,1364.4,1346.65,1353.1,0,1897
GC X0PFVD0VBJX9,GC27Z18,1383.25,1383.25,1364.9,1371.55,0,59
GC X5NNSA8F63Z1,GC26M19,1391.65,1400.9,1382.4,1398.15,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
