#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VQ3M41P8XYFX,GC28J14,1325.4,1330.5,1325.4,1325.7,79,771
GC VRPPHKA7GGWT,GC26M14,1326.3,1331.4,1324.5,1328.2,35953,229830
GC VTER7CYO78V1,GC27Q14,1326.5,1331,1325,1326.9,1022,34851
GC VV4SD90B0RZ1,GC29V14,1328,1331.4,1326.1,1326.8,391,8740
GC VWSUMYBLOSRH,GC29Z14,1327.3,1331.5,1326.7,1327.9,279,27310
GC VYDYKDJE4K2L,GC25G15,1320.0,1332.95,1320.0,1329.6,0,4338
GC W030A67UVC0T,GC28J15,1320.5,1333.45,1320.5,1330.15,0,7700
GC W1P3NOSTDUHP,GC26M15,1330.9,1330.9,1328.4,1330.9,113,10389
GC W3E5DHHA4MFX,GC27Q15,1322.5,1331.8,1322.5,1331.8,67,6595
GC W6S8T2U7M6CD,GC29Z15,1332.2,1336.7,1324.9,1324.9,335,11482
GC WBRG63EXJHJX,GC28M16,1331,1340.4,1331,1331.1,110,5603
GC WGRMZ7CTJJX9,GC28Z16,1341.5,1348.8,1341.3,1341.3,195,7485
GC WLQUC7XJGV4T,GC28M17,1354.2,1354.4,1354.2,1354.2,115,2534
GC WQQ1P8I9E6CD,GC27Z17,1370.8,1371.6,1370.6,1370.6,330,6436
GC WVP9292ZBHJX,GC27M18,1389.4,1389.4,1389.4,1389.4,25,2378
GC X0PFVD0VBJX9,GC27Z18,1420.45,1427.35,1412.1,1419.0,0,59
GC X5NNSA8F63Z1,GC26M19,1435.2,1445.75,1435.2,1442.4,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
