#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1299.5,1304.2,1297.2,1299.6,57140,
GC VV4SD90B0RZ1,GC29V14,1301.6,1305,1298.2,1299.7,600,
GC VWSUMYBLOSRH,GC29Z14,1301.1,1305.5,1299.1,1301,17092,
GC VYDYKDJE4K2L,GC25G15,1302.5,1305.5,1300,1300.9,87,
GC W030A67UVC0T,GC28J15,1302.5,1305.2,1301.4,1301.4,520,
GC W1P3NOSTDUHP,GC26M15,1303.3,1305,1302.5,1302.5,27,
GC W3E5DHHA4MFX,GC27Q15,1311.7,1311.7,1311,1311,0,
GC W6S8T2U7M6CD,GC29Z15,1306,1308,1305.7,1305.7,7,
GC WBRG63EXJHJX,GC28M16,1305.0,1314.1,1305.0,1310.2,0,
GC WGRMZ7CTJJX9,GC28Z16,1315.3,1320.7,1315.3,1319,27,
GC WLQUC7XJGV4T,GC28M17,1326.3,1326.3,1326.3,1326.3,25,
GC WQQ1P8I9E6CD,GC27Z17,1336.7,1344.7,1336.1,1339.95,0,
GC WVP9292ZBHJX,GC27M18,1350.7,1361.1,1350.7,1357.1,0,
GC X0PFVD0VBJX9,GC27Z18,1369.05,1379.85,1369.05,1375.55,0,
GC X5NNSA8F63Z1,GC26M19,1390.15,1401.5,1390.15,1397.55,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
