#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VRPPHKA7GGWT,GC26M14,1245.8,1250.1,1242,1243.5,328,
GC VTER7CYO78V1,GC27Q14,1245.5,1251,1242.2,1243.8,40399,
GC VV4SD90B0RZ1,GC29V14,1246.2,1249.8,1242.7,1243.2,235,
GC VWSUMYBLOSRH,GC29Z14,1246.8,1250.3,1243.1,1244.2,447,
GC VYDYKDJE4K2L,GC25G15,1245.8,1245.8,1243.9,1244.3,6,
GC W030A67UVC0T,GC28J15,1249,1249,1249,1249,1,
GC W1P3NOSTDUHP,GC26M15,1247.5,1247.5,1246.1,1246.1,50,
GC W3E5DHHA4MFX,GC27Q15,1249.8,1250.8,1245.2,1245.2,8,
GC W6S8T2U7M6CD,GC29Z15,1252.1,1252.1,1247.2,1247.2,3,
GC WBRG63EXJHJX,GC28M16,1259.25,1260.6,1251.9,1253.55,0,
GC WGRMZ7CTJJX9,GC28Z16,1264.35,1268.9,1260.2,1261.85,0,
GC WLQUC7XJGV4T,GC28M17,1276.2,1278.3,1269.6,1271.25,0,
GC WQQ1P8I9E6CD,GC27Z17,1292.05,1292.85,1283.25,1285.25,0,
GC WVP9292ZBHJX,GC27M18,1293.85,1310.4,1287.05,1300.9,0,
GC X0PFVD0VBJX9,GC27Z18,1325.15,1329.15,1317.75,1319.4,0,
GC X5NNSA8F63Z1,GC26M19,1346.05,1348.9,1339.25,1340.9,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
