#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VMRHKN2NLWV1,GC27Z13,1229,1232,1225.9,1225.9,191,2185
GC VOFJUCDY9XNH,GC26G14,1229.2,1231.1,1222.6,1224.9,64424,235222
GC VQ3M41P8XYFX,GC28J14,1229.6,1231.8,1223.4,1225.4,1770,43550
GC VRPPHKA7GGWT,GC26M14,1230,1232.2,1225,1226.4,737,27146
GC VTER7CYO78V1,GC27Q14,1227.6,1231.5,1226.8,1227.5,221,10560
GC VV4SD90B0RZ1,GC29V14,1228.2,1231.9,1228.2,1231.9,20,5545
GC VWSUMYBLOSRH,GC29Z14,1230,1232.7,1228.4,1228.6,288,19055
GC VYDYKDJE4K2L,GC25G15,1234.1,1234.2,1233.7,1233.7,15,2250
GC W030A67UVC0T,GC28J15,1257.2,1257.2,1228.2,1230.4,0,4101
GC W1P3NOSTDUHP,GC26M15,1231.5,1233.8,1231.5,1233.5,72,4913
GC W3E5DHHA4MFX,GC27Q15,1261.75,1261.75,1227.6,1231.5,0,1775
GC W6S8T2U7M6CD,GC29Z15,1238.2,1245.6,1236.5,1236.5,81,12465
GC WBRG63EXJHJX,GC28M16,1268.9,1268.9,1243.6,1245.7,0,1174
GC WGRMZ7CTJJX9,GC28Z16,1285.2,1285.2,1263.5,1285.2,185,5997
GC WLQUC7XJGV4T,GC28M17,1287.6,1287.6,1262.35,1264.45,0,1403
GC WQQ1P8I9E6CD,GC27Z17,1317.1,1317.1,1316.8,1316.8,135,4010
GC WVP9292ZBHJX,GC27M18,1324.8,1324.8,1294.5,1296.6,0,610
GC X0PFVD0VBJX9,GC27Z18,1345.95,1345.95,1315.4,1317.5,0,58
GC X5NNSA8F63Z1,GC26M19,1373.75,1373.75,1344.75,1346.85,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
