#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VQ3M41P8XYFX,GC28J14,1377.7,1382.9,1361.9,1367.2,85583,167249
GC VRPPHKA7GGWT,GC26M14,1376.8,1382.9,1362.6,1367.7,6631,145945
GC VTER7CYO78V1,GC27Q14,1377.9,1383,1367.2,1367.2,1323,24706
GC VV4SD90B0RZ1,GC29V14,1381.8,1381.8,1368.3,1368.3,27,7612
GC VWSUMYBLOSRH,GC29Z14,1377.6,1383.5,1366,1369.4,883,25434
GC VYDYKDJE4K2L,GC25G15,1385.4,1385.4,1364.1,1369.65,0,3476
GC W030A67UVC0T,GC28J15,1384,1384,1384,1384,2,4619
GC W1P3NOSTDUHP,GC26M15,1377,1380.6,1376.5,1376.6,125,8673
GC W3E5DHHA4MFX,GC27Q15,1388.55,1388.65,1367.5,1373.0,0,4867
GC W6S8T2U7M6CD,GC29Z15,1385.3,1385.3,1380.5,1381.2,248,11191
GC WBRG63EXJHJX,GC28M16,1393,1396.1,1388.7,1396.1,129,3492
GC WGRMZ7CTJJX9,GC28Z16,1404,1407,1393,1393,235,7144
GC WLQUC7XJGV4T,GC28M17,1420.3,1421,1420.3,1421,50,1373
GC WQQ1P8I9E6CD,GC27Z17,1438.2,1438.2,1431,1431,150,4021
GC WVP9292ZBHJX,GC27M18,1460.6,1460.6,1431.85,1444.85,0,860
GC X0PFVD0VBJX9,GC27Z18,1478.8,1478.8,1453.25,1458.7,0,61
GC X5NNSA8F63Z1,GC26M19,1500.75,1500.75,1479.5,1485.0,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
