#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VRPPHKA7GGWT,GC26M14,1261.5,1263.8,1255.8,1258,80474,25453
GC VTER7CYO78V1,GC27Q14,1261.8,1264.1,1256.1,1258.2,70557,224692
GC VV4SD90B0RZ1,GC29V14,1263.2,1264.4,1256.8,1259.2,2214,13741
GC VWSUMYBLOSRH,GC29Z14,1262.7,1264.9,1256.9,1258.9,3647,51257
GC VYDYKDJE4K2L,GC25G15,1264,1265,1258.1,1260.8,81,7078
GC W030A67UVC0T,GC28J15,1264.1,1265.3,1260.3,1260.5,196,8220
GC W1P3NOSTDUHP,GC26M15,1265.3,1266.4,1259.6,1266.4,57,7393
GC W3E5DHHA4MFX,GC27Q15,1265.8,1267,1265.8,1267,17,4719
GC W6S8T2U7M6CD,GC29Z15,1269.2,1269.2,1262.3,1262.7,10,11126
GC WBRG63EXJHJX,GC28M16,1276.1,1276.1,1276.1,1276.1,7,4521
GC WGRMZ7CTJJX9,GC28Z16,1284.7,1284.7,1284.7,1284.7,2,5464
GC WLQUC7XJGV4T,GC28M17,1295.2,1295.2,1282.0,1283.15,0,2606
GC WQQ1P8I9E6CD,GC27Z17,1309.1,1309.1,1309.1,1309.1,5,4471
GC WVP9292ZBHJX,GC27M18,1341.15,1341.15,1296.9,1297.25,0,1522
GC X0PFVD0VBJX9,GC27Z18,1345.55,1345.55,1336.5,1338.0,0,59
GC X5NNSA8F63Z1,GC26M19,1365.9,1365.9,1356.85,1358.75,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
