#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VOFJUCDY9XNH,GC26G14,1258.7,1259.4,1248.2,1256.8,70207,
GC VQ3M41P8XYFX,GC28J14,1258.3,1258.9,1248,1256.7,41554,
GC VRPPHKA7GGWT,GC26M14,1259.3,1259.3,1249.8,1256.8,5427,
GC VTER7CYO78V1,GC27Q14,1258.3,1258.3,1250.6,1257.4,3238,
GC VV4SD90B0RZ1,GC29V14,1259.1,1259.1,1252,1252,297,
GC VWSUMYBLOSRH,GC29Z14,1259.2,1259.8,1252.6,1258.9,1437,
GC VYDYKDJE4K2L,GC25G15,1255.8,1255.8,1253.5,1253.5,119,
GC W030A67UVC0T,GC28J15,1257.1,1257.1,1257.1,1257.1,1,
GC W1P3NOSTDUHP,GC26M15,1259.9,1262.4,1256.2,1262.4,116,
GC W3E5DHHA4MFX,GC27Q15,1258.8,1258.8,1258.6,1258.6,430,
GC W6S8T2U7M6CD,GC29Z15,1262.8,1270.2,1261.4,1267.5,125,
GC WBRG63EXJHJX,GC28M16,1278.3,1278.3,1278.3,1278.3,25,
GC WGRMZ7CTJJX9,GC28Z16,1289.4,1289.4,1289.4,1289.4,65,
GC WLQUC7XJGV4T,GC28M17,1293.55,1295.9,1285.1,1293.25,0,
GC WQQ1P8I9E6CD,GC27Z17,1317.8,1321.8,1310.95,1319.15,0,
GC WVP9292ZBHJX,GC27M18,1327.45,1329.8,1319.0,1327.15,0,
GC X0PFVD0VBJX9,GC27Z18,1351.3,1353.6,1342.8,1350.95,0,
GC X5NNSA8F63Z1,GC26M19,1386.1,1388.45,1377.65,1385.8,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
