#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1312.8,1312.8,1308.5,1312.1,180,
GC VV4SD90B0RZ1,GC29V14,1313.6,1315.4,1308.9,1313,1293,
GC VWSUMYBLOSRH,GC29Z14,1314.2,1316.4,1309.6,1314,42312,
GC VYDYKDJE4K2L,GC25G15,1315.2,1315.8,1311.2,1313.5,1249,
GC W030A67UVC0T,GC28J15,1315.9,1316.4,1312.6,1315.2,1316,
GC W1P3NOSTDUHP,GC26M15,1315,1318.3,1314,1316.7,380,
GC W3E5DHHA4MFX,GC27Q15,1315.1,1316.9,1315.1,1316.9,356,
GC W6S8T2U7M6CD,GC29Z15,1321.2,1321.2,1319.8,1319.8,12,
GC WBRG63EXJHJX,GC28M16,1321.15,1327.05,1320.0,1324.3,0,
GC WGRMZ7CTJJX9,GC28Z16,1329.6,1334.95,1328.35,1332.65,0,
GC WLQUC7XJGV4T,GC28M17,1340.35,1345.4,1338.8,1343.1,0,
GC WQQ1P8I9E6CD,GC27Z17,1357.7,1357.7,1357.7,1357.7,100,
GC WVP9292ZBHJX,GC27M18,1361.8,1374.55,1360.65,1371.2,0,
GC X0PFVD0VBJX9,GC27Z18,1386.75,1392.5,1385.0,1388.1,0,
GC X5NNSA8F63Z1,GC26M19,1404.75,1412.45,1400.3,1403.8,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
