#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1304.4,1310.9,1304,1308,70127,
GC VV4SD90B0RZ1,GC29V14,1305,1310.8,1305,1308,886,
GC VWSUMYBLOSRH,GC29Z14,1305.4,1312,1305.2,1309.3,16425,
GC VYDYKDJE4K2L,GC25G15,1306.1,1310.8,1306.1,1309,467,
GC W030A67UVC0T,GC28J15,1307.3,1310.1,1307.3,1310.1,176,
GC W1P3NOSTDUHP,GC26M15,1309.6,1311.3,1307.7,1310.6,429,
GC W3E5DHHA4MFX,GC27Q15,1308.4,1310.1,1308.4,1309.9,25,
GC W6S8T2U7M6CD,GC29Z15,1313.5,1313.5,1311.7,1313.3,35,
GC WBRG63EXJHJX,GC28M16,1346.3,1346.3,1311.1,1313.8,0,
GC WGRMZ7CTJJX9,GC28Z16,1324.9,1324.9,1324.4,1324.4,6,
GC WLQUC7XJGV4T,GC28M17,1364.75,1364.75,1329.25,1333,0,
GC WQQ1P8I9E6CD,GC27Z17,1368.2,1368.2,1332.6,1350.4,0,
GC WVP9292ZBHJX,GC27M18,1395.1,1395.1,1359.6,1363.35,0,
GC X0PFVD0VBJX9,GC27Z18,1392.3,1392.3,1369.85,1373.6,0,
GC X5NNSA8F63Z1,GC26M19,1398.8,1398.8,1363.35,1367.1,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
