#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VMRHKN2NLWV1,GC27Z13,1234.1,1236,1224.1,1229.1,524,
GC VOFJUCDY9XNH,GC26G14,1231.3,1235.9,1222.3,1228.4,49081,
GC VQ3M41P8XYFX,GC28J14,1232.2,1235.8,1223.4,1229,2552,
GC VRPPHKA7GGWT,GC26M14,1233.5,1236.2,1225.6,1229.7,2140,
GC VTER7CYO78V1,GC27Q14,1235.2,1236.8,1225.8,1229.3,394,
GC VV4SD90B0RZ1,GC29V14,1236,1237.6,1230.1,1230.1,49,
GC VWSUMYBLOSRH,GC29Z14,1236.7,1238,1229.7,1231.7,97,
GC VYDYKDJE4K2L,GC25G15,1232,1252,1232,1236.1,0,
GC W030A67UVC0T,GC28J15,1238.2,1238.2,1235.7,1235.7,26,
GC W1P3NOSTDUHP,GC26M15,1238.5,1238.5,1238.5,1238.5,30,
GC W3E5DHHA4MFX,GC27Q15,1239.8,1239.8,1239.8,1239.8,30,
GC W6S8T2U7M6CD,GC29Z15,1245,1245,1245,1245,16,
GC WBRG63EXJHJX,GC28M16,1243.4,1254.6,1241.5,1247.25,0,
GC WGRMZ7CTJJX9,GC28Z16,1259.9,1262.4,1258,1259.9,64,
GC WLQUC7XJGV4T,GC28M17,1261.75,1272.5,1259.4,1265.15,0,
GC WQQ1P8I9E6CD,GC27Z17,1291.2,1291.2,1291.2,1291.2,25,
GC WVP9292ZBHJX,GC27M18,1299.4,1310.6,1297.5,1303.25,0,
GC X0PFVD0VBJX9,GC27Z18,1324.25,1332.95,1319.85,1325.6,0,
GC X5NNSA8F63Z1,GC26M19,1346.5,1357.7,1344.6,1350.35,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
