#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VV4SD90B0RZ1,GC29V14,1210.4,1211.3,1208.2,1208.5,57,
GC VWSUMYBLOSRH,GC29Z14,1210.3,1213.5,1207.7,1209.2,60811,
GC VYDYKDJE4K2L,GC25G15,1211.4,1213.7,1208.7,1212.7,1810,
GC W030A67UVC0T,GC28J15,1211.6,1214.2,1209,1213.3,1712,
GC W1P3NOSTDUHP,GC26M15,1214.7,1214.7,1210.6,1211.6,1065,
GC W3E5DHHA4MFX,GC27Q15,1212.8,1214.5,1212.8,1213.6,45,
GC W6S8T2U7M6CD,GC29Z15,1215.1,1216.8,1214.8,1216.2,52,
GC WBRG63EXJHJX,GC28M16,1217.7,1223.55,1217.7,1219.1,0,
GC WGRMZ7CTJJX9,GC28Z16,1230.3,1230.4,1230.3,1230.4,2,
GC WLQUC7XJGV4T,GC28M17,1235.85,1239.35,1233.65,1235.55,0,
GC WQQ1P8I9E6CD,GC27Z17,1249.8,1256.2,1249.65,1250.9,0,
GC WVP9292ZBHJX,GC27M18,1264.0,1269.05,1262.8,1264.95,0,
GC X0PFVD0VBJX9,GC27Z18,1279.25,1285.0,1278.3,1280.55,0,
GC X5NNSA8F63Z1,GC26M19,1300.25,1305.0,1299.15,1300.8,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
