#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1296.2,1299.3,1296.1,1299.3,52,
GC VV4SD90B0RZ1,GC29V14,1296.9,1300.2,1295.9,1298.7,661,
GC VWSUMYBLOSRH,GC29Z14,1297.8,1301,1296.6,1299.5,29763,
GC VYDYKDJE4K2L,GC25G15,1298.6,1301.7,1297.8,1300.4,250,
GC W030A67UVC0T,GC28J15,1299.6,1301.5,1299.1,1301.1,64,
GC W1P3NOSTDUHP,GC26M15,1301.8,1302.2,1301.6,1301.6,143,
GC W3E5DHHA4MFX,GC27Q15,1302.9,1303.1,1302.9,1302.9,17,
GC W6S8T2U7M6CD,GC29Z15,1303.3,1306,1303.3,1305.9,41,
GC WBRG63EXJHJX,GC28M16,1316.0,1317.2,1307.65,1310.3,0,
GC WGRMZ7CTJJX9,GC28Z16,1323.8,1323.8,1267.85,1318.15,0,
GC WLQUC7XJGV4T,GC28M17,1335.15,1335.15,1324.9,1329.25,0,
GC WQQ1P8I9E6CD,GC27Z17,1348.65,1348.65,1339.8,1343.0,0,
GC WVP9292ZBHJX,GC27M18,1363.3,1364.1,1347.95,1358.4,0,
GC X0PFVD0VBJX9,GC27Z18,1380.05,1381.3,1369.9,1375.55,0,
GC X5NNSA8F63Z1,GC26M19,1400.6,1401.4,1384.9,1396.15,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
