#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VQ3M41P8XYFX,GC28J14,1299,1303.3,1299,1302.9,100,794
GC VRPPHKA7GGWT,GC26M14,1295,1304.8,1293.1,1302.8,59778,228863
GC VTER7CYO78V1,GC27Q14,1296.2,1304.2,1293.6,1303,2771,35642
GC VV4SD90B0RZ1,GC29V14,1296.5,1304.4,1294.3,1304.3,1931,8999
GC VWSUMYBLOSRH,GC29Z14,1296,1304.9,1294.7,1303.5,1146,27241
GC VYDYKDJE4K2L,GC25G15,1303.1,1303.1,1303.1,1303.1,1,4343
GC W030A67UVC0T,GC28J15,1330.15,1330.15,1295.05,1304.55,0,7701
GC W1P3NOSTDUHP,GC26M15,1306.7,1312,1306.6,1306.6,2,10353
GC W3E5DHHA4MFX,GC27Q15,1322.5,1331.8,1322.5,1331.8,0,6595
GC W6S8T2U7M6CD,GC29Z15,1301,1333.1,1301,1309.1,5,11602
GC WBRG63EXJHJX,GC28M16,1331,1340.4,1331,1331.1,0,5603
GC WGRMZ7CTJJX9,GC28Z16,1341.5,1348.8,1341.3,1341.3,0,7485
GC WLQUC7XJGV4T,GC28M17,1363.2,1363.2,1363.2,1363.2,10,2534
GC WQQ1P8I9E6CD,GC27Z17,1380,1380,1379.9,1379.9,10,6446
GC WVP9292ZBHJX,GC27M18,1389.4,1389.4,1389.4,1389.4,0,2378
GC X0PFVD0VBJX9,GC27Z18,1419.0,1419.0,1386.85,1396.3,0,59
GC X5NNSA8F63Z1,GC26M19,1442.4,1442.4,1405.9,1413.45,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
