#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VOFJUCDY9XNH,GC26G14,1265.8,1270.4,1260.6,1269.9,65881,
GC VQ3M41P8XYFX,GC28J14,1265.9,1270.4,1260.8,1270.2,17136,
GC VRPPHKA7GGWT,GC26M14,1268.4,1270.8,1262,1269.2,5058,
GC VTER7CYO78V1,GC27Q14,1268.8,1271.1,1263.8,1269.6,627,
GC VV4SD90B0RZ1,GC29V14,1269.6,1270,1264.5,1265.4,9,
GC VWSUMYBLOSRH,GC29Z14,1270.8,1271,1264,1271,476,
GC VYDYKDJE4K2L,GC25G15,1271.1,1271.1,1271.1,1271.1,2,
GC W030A67UVC0T,GC28J15,1269,1269,1269,1269,2,
GC W1P3NOSTDUHP,GC26M15,1273.8,1279,1269.6,1269.9,115,
GC W3E5DHHA4MFX,GC27Q15,1272.15,1277.65,1267.6,1277.15,0,
GC W6S8T2U7M6CD,GC29Z15,1279.1,1284.1,1272.7,1279.2,81,
GC WBRG63EXJHJX,GC28M16,1292.3,1292.3,1280.8,1282.7,47,
GC WGRMZ7CTJJX9,GC28Z16,1303.3,1303.3,1294.2,1294.2,41,
GC WLQUC7XJGV4T,GC28M17,1309.4,1312.65,1295.25,1306.6,0,
GC WQQ1P8I9E6CD,GC27Z17,1326,1326,1326,1326,25,
GC WVP9292ZBHJX,GC27M18,1349.05,1351.55,1329.7,1340.5,0,
GC X0PFVD0VBJX9,GC27Z18,1375.9,1378.55,1355.65,1364.4,0,
GC X5NNSA8F63Z1,GC26M19,1398.15,1404.05,1390.7,1399.2,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
