#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VV4SD90B0RZ1,GC29V14,1267.8,1269,1262.5,1265.5,3252,
GC VWSUMYBLOSRH,GC29Z14,1268.4,1269.7,1263.1,1266.1,58119,
GC VYDYKDJE4K2L,GC25G15,1270,1270.3,1264.6,1267.3,718,
GC W030A67UVC0T,GC28J15,1268.9,1268.9,1265.3,1266.7,365,
GC W1P3NOSTDUHP,GC26M15,1270.5,1270.8,1265.6,1267.5,199,
GC W3E5DHHA4MFX,GC27Q15,1291.0,1295.4,1265.95,1268.8,0,
GC W6S8T2U7M6CD,GC29Z15,1270.6,1292.7,1269.6,1270.3,114,
GC WBRG63EXJHJX,GC28M16,1277.3,1277.3,1277.3,1277.3,2,
GC WGRMZ7CTJJX9,GC28Z16,1307.0,1307.0,1282.15,1284.9,0,
GC WLQUC7XJGV4T,GC28M17,1317.85,1317.85,1292.85,1295.6,0,
GC WQQ1P8I9E6CD,GC27Z17,1331.7,1331.7,1306.8,1309.55,0,
GC WVP9292ZBHJX,GC27M18,1337.85,1337.85,1321.45,1324.25,0,
GC X0PFVD0VBJX9,GC27Z18,1363.15,1363.15,1338.9,1341.65,0,
GC X5NNSA8F63Z1,GC26M19,1382.9,1382.9,1360.4,1363.15,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
