#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1325.9,1333.4,1322.3,1328.6,83631,227405
GC VV4SD90B0RZ1,GC29V14,1326.2,1333.6,1323.3,1329.9,2279,18284
GC VWSUMYBLOSRH,GC29Z14,1327.2,1334.6,1323.9,1330.3,22568,102076
GC VYDYKDJE4K2L,GC25G15,1327.5,1333.8,1325,1330.6,1371,7978
GC W030A67UVC0T,GC28J15,1327,1331.3,1326.4,1331.3,271,8141
GC W1P3NOSTDUHP,GC26M15,1328.9,1329.5,1325.6,1329.5,47,6986
GC W3E5DHHA4MFX,GC27Q15,1323.65,1337.2,1301.95,1332.3,0,5171
GC W6S8T2U7M6CD,GC29Z15,1329.4,1330.5,1329.3,1330,129,12980
GC WBRG63EXJHJX,GC28M16,1330.8,1344.05,1330.8,1339.25,0,4218
GC WGRMZ7CTJJX9,GC28Z16,1344,1344,1343.4,1343.4,2,5340
GC WLQUC7XJGV4T,GC28M17,1349.8,1363.1,1349.8,1358.3,0,2358
GC WQQ1P8I9E6CD,GC27Z17,1362.15,1376.0,1362.15,1371.15,0,4122
GC WVP9292ZBHJX,GC27M18,1378.6,1390.95,1378.05,1386.15,0,1872
GC X0PFVD0VBJX9,GC27Z18,1397.65,1408.95,1396.7,1404.15,0,59
GC X5NNSA8F63Z1,GC26M19,1416.95,1438.45,1416.95,1433.65,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
