AAPL,AAPL R735QTJ8XC9X,20201210,0.035198727902,45492,5540015.76
ABEV,ABEV VLI70C8W35UT,20201210,0.013680205844,720121,2153161.79
AVY,AVY R735QTJ8XC9X,20201210,0.010267007679,10500,1615950
BCE,BCE R735QTJ8XC9X,20201210,0.020253819733,69988,3187799.31
BLK,BLK ROIDIDJRNXID,20201210,0.024524305128,5501,3859941.68
BR,BR TRGAEJU9B59H,20201210,0.011810712373,12534,1858917.54
CB,ACL R735QTJ8XC9X,20201210,0.017014946775,17500,2678025
CMCSA,CMCSA SJTSDFE19S9X,20201210,0.0097704783,30000,1537800
CSL,CSL R735QTJ8XC9X,20201210,0.016144821194,11226,2541073.76
CVX,CHV R735QTJ8XC9X,20201210,0.014542916396,25309,2288945.96
DFS,DFS TTXW324M9SV9,20201210,0.014535158974,27500,2287725
ENR,ENR RTLINRL5W9D1,20201210,0.010575365576,38763,1664483.22
EXPD,EXPD R735QTJ8XC9X,20201210,0.00985748988,17119,1551494.97
FNF,FNT TCXG0WLMOJ1H,20201210,0.010155965793,43698,1598472.84
FRC,FRC USALKHKMDEG5,20201210,0.02177255208,26407,3426836.39
GIVN,GIVN S8L3N01NTPB9,20201210,0.009857730235,382,1551532.8
HAS,HAS R735QTJ8XC9X,20201210,0.01550836291,27500,2440900
JHX,JHX S92TOOMP7A79,20201210,0.011597476798,66251,1825355.86
JPM,CMB R735QTJ8XC9X,20201210,0.02307289111,30000,3631500
KO,KO R735QTJ8XC9X,20201210,0.016937317345,49987,2665806.71
LRCX,LRCX R735QTJ8XC9X,20201210,0.019732178356,6289,3105696.87
MC,MC VPRSQXB80UW5,20201210,0.020610107867,5392,3243876.39
MCHP,MCHP R735QTJ8XC9X,20201210,0.011702368328,13175,1841865
MDT,MDT R735QTJ8XC9X,20201210,0.023954578614,33380,3770271
MG,MG UGM5OKDJP8X1,20201210,0.015269149669,38134,2403249.63
MPC,MPC UXVGRK71ZB6T,20201210,0.011316935221,41773,1781200.72
MSFT,MSFT R735QTJ8XC9X,20201210,0.034875998673,25917,5489220.6
NEE,FPL R735QTJ8XC9X,20201210,0.017786489259,38000,2799460
NKE,NKE R735QTJ8XC9X,20201210,0.026454246651,30000,4163700
NVT,NVT WU54KX8CYFS5,20201210,0.011608515698,75813,1827093.3
PCAR,PCAR R735QTJ8XC9X,20201210,0.017655043224,31801,2778771.38
PFE,PFE R735QTJ8XC9X,20201210,0.018182484623,68382,2861786.7
RACE,RACE W4WAYMLKC2N9,20201210,0.007784456087,5700,1225215
RBA,RBA R8X4P31K1W11,20201210,0.015778810995,35102,2483466.5
RDS.B,RDSB TAGTSHOFSMLH,20201210,0.008839544675,77799,1391278.03
ROG,ROG R735QTJ8XC9X,20201210,0.017498937818,8000,2754201.56
SAP,SAP S5MRCWJFK7Z9,20201210,0.023505146079,30000,3699533.69
SBUX,SBUX R735QTJ8XC9X,20201210,0.017452188704,27359,2746843.6
TEL,TEL TTXW324M9SV9,20201210,0.015561899388,140000,2449326.24
TEL,TEL TTXW324M9SV9,20201210,0.01614790927,21390,2541559.8
TGT,DH R735QTJ8XC9X,20201210,0.013824515198,12500,2175875
TRNO,TRNO UK18K93N9JZ9,20201210,0.012025007591,33380,1892646
TSM,TSM R735QTJ8XC9X,20201210,0.042950908246,64740,6760150.8
UNP,UNP R735QTJ8XC9X,20201210,0.019679874276,15045,3097464.6
V,V U12VRGLO8PR9,20201210,0.015978906299,12000,2514960
VZ,BEL R735QTJ8XC9X,20201210,0.021476881129,55000,3380300
